Time Stamp,ID,Extended,Dir,DLC,D1,D2,D3,D4,D5,D6,D7,D8
5.869850,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
5.870950,0x06F,0,0,8,0xC7,0x6B,0x2F,0x4B,0xD8,0x1D,0x0D,0x5A
6.067850,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
6.068800,0x06F,0,0,8,0xE3,0x0B,0x30,0x48,0xD4,0xD5,0xAD,0x7C
6.265400,0x06F,0,0,8,0xFF,0xA3,0x6F,0x4A,0xE2,0x49,0xCE,0x9E
6.266000,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
6.463400,0x06F,0,0,8,0x05,0x74,0x0F,0xC9,0xA3,0xC1,0x91,0x97
6.464000,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
6.661850,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
6.662850,0x06F,0,0,8,0xF5,0x63,0xCF,0xC9,0xE2,0x45,0xD0,0x7C
6.859400,0x06F,0,0,8,0xFB,0x5B,0xEF,0x4A,0x31,0x02,0x90,0x8B
6.860050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
7.058000,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
7.059150,0x06F,0,0,8,0xF9,0x9B,0xAF,0xC9,0xEA,0xC5,0x2F,0x95
7.255900,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
7.256050,0x06F,0,0,8,0xFD,0x53,0xEF,0xC8,0x17,0x8A,0xD0,0x7B
7.453400,0x06F,0,0,8,0xED,0xCB,0x2F,0x4A,0x19,0x8A,0x10,0x7E
7.454050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
7.651400,0x06F,0,0,8,0xF3,0x9B,0x0F,0x49,0x18,0x3E,0x50,0x7A
7.652050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
7.849400,0x06F,0,0,8,0xEB,0xC3,0x4F,0x49,0xF5,0x81,0x2F,0x85
7.850050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
8.047400,0x06F,0,0,8,0x01,0x54,0x8F,0xCB,0x0F,0x4A,0x93,0x70
8.048050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
8.245400,0x06F,0,0,8,0xEB,0x03,0xD0,0xC8,0x54,0xC6,0x72,0x7D
8.246050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
8.443400,0x06F,0,0,8,0xEF,0xB3,0x6F,0x4A,0x0E,0x32,0xF0,0x7F
8.444250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
8.641400,0x06F,0,0,8,0xE3,0x43,0xAF,0x49,0x37,0x4E,0x2F,0x88
8.642050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
8.839400,0x06F,0,0,8,0xE5,0x8B,0xAF,0x48,0xD7,0x3D,0x4F,0x7E
8.840050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
9.037400,0x06F,0,0,8,0xE9,0xCB,0x2F,0xCB,0x16,0xCE,0xB0,0x86
9.038050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
9.235400,0x06F,0,0,8,0xE9,0x83,0x2F,0xCA,0xF7,0xC5,0x8F,0x79
9.236050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
9.433400,0x06F,0,0,8,0xE9,0x83,0xEF,0x48,0xDF,0x39,0xF0,0x7C
9.434050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
9.631400,0x06F,0,0,8,0xED,0x6B,0x8F,0x49,0x2A,0x1A,0xD0,0x7F
9.632300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
9.829450,0x06F,0,0,8,0xE9,0x53,0xEF,0xC9,0x5D,0x8A,0xF0,0x87
9.830100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
10.027450,0x06F,0,0,8,0xEB,0xB3,0x4F,0x49,0xEB,0x01,0x90,0x7F
10.028100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
10.225450,0x06F,0,0,8,0xEB,0x53,0x2F,0xCA,0x8A,0x75,0x8F,0x7D
10.226050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
10.423450,0x06F,0,0,8,0xED,0x4B,0x0F,0x4A,0xF2,0x89,0x90,0x7D
10.424200,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
10.621450,0x06F,0,0,8,0xEB,0x53,0xAF,0x48,0xD8,0x3D,0x2F,0x86
10.622050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
10.819450,0x06F,0,0,8,0x45,0xFC,0xCE,0x47,0x55,0x31,0xD0,0x28
10.820300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
11.017450,0x06F,0,0,8,0x2F,0x6C,0x4F,0xCA,0xBA,0x4A,0x90,0x7A
11.018300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
11.215450,0x06F,0,0,8,0x01,0xFC,0x8E,0x4A,0x94,0x31,0xDC,0x04
11.216100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
11.413450,0x06F,0,0,8,0x3B,0x5C,0x0E,0x46,0x00,0xD0,0x45,0x60
11.414200,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
11.611450,0x06F,0,0,8,0x47,0x24,0x8E,0xBC,0x85,0xD1,0x8D,0x7B
11.612200,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
11.809450,0x06F,0,0,8,0x4F,0x3C,0x6E,0xBF,0xFF,0xFF,0xBF,0x5E
11.810450,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
12.007450,0x06F,0,0,8,0xD1,0x4B,0xF0,0x4F,0xC9,0xF2,0x78,0x7A
12.008350,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
12.205450,0x06F,0,0,8,0x09,0x74,0x2E,0x45,0x3E,0x8C,0x73,0x2F
12.206350,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
12.403450,0x06F,0,0,8,0x2F,0xAC,0x8D,0x3F,0xE3,0x15,0xAF,0x78
12.404100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
12.601450,0x06F,0,0,8,0x29,0xB4,0xED,0xC0,0x55,0x5E,0x6F,0x83
12.602250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
12.799450,0x06F,0,0,8,0x0D,0x74,0xEE,0xC0,0xFF,0x1F,0x5C,0x8A
12.800250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
12.997450,0x06F,0,0,8,0xD7,0x8B,0xF1,0xCA,0xD8,0x51,0xB0,0x70
12.998450,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
13.195450,0x06F,0,0,8,0xF9,0xD3,0x4F,0x4A,0x89,0x75,0x4A,0x78
13.196300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
13.393450,0x06F,0,0,8,0x07,0x6C,0xD0,0x48,0x8C,0x2A,0xC7,0x7B
13.394350,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
13.591450,0x06F,0,0,8,0x01,0xBC,0x70,0xC9,0x00,0xFE,0xCF,0x7F
13.592450,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
13.789450,0x06F,0,0,8,0x01,0xBC,0x70,0xC9,0xFF,0xFD,0x4F,0x80
13.790250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
13.987450,0x06F,0,0,8,0x01,0xBC,0x50,0x49,0xFF,0xFD,0xCF,0x7F
13.988250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
14.185500,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
14.186500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
14.383500,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
14.384500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
14.581500,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
14.582350,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
14.779500,0x06F,0,0,8,0x01,0xBC,0x70,0xC9,0xFE,0xFD,0xEF,0x7F
14.780500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
14.977500,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
14.978250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
15.175500,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
15.176250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
15.373450,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
15.374500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
15.571500,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
15.572500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
15.769500,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
15.770350,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
15.967500,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
15.968500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
16.165500,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
16.166500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
16.363500,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
16.364500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
16.561500,0x06F,0,0,8,0x01,0xBC,0x70,0xC9,0xFE,0xFD,0xEF,0x7F
16.562500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
16.759500,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
16.760500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
16.957500,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
16.958550,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
17.155500,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
17.156500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
17.353500,0x06F,0,0,8,0x01,0xBC,0x70,0xC9,0xFE,0xFD,0xEF,0x7F
17.354500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
17.551500,0x06F,0,0,8,0x01,0xBC,0x70,0xC9,0xFE,0xFD,0xEF,0x7F
17.552500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
17.749500,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
17.750500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
17.947500,0x06F,0,0,8,0x01,0xBC,0x70,0xC9,0xFE,0xFD,0xEF,0x7F
17.949200,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
18.145500,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
18.146500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
18.343550,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
18.344550,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
18.541550,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
18.739800,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
18.740950,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
18.937800,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
18.939100,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
19.135800,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
19.137000,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
19.333800,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
19.335000,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
19.532000,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
19.533000,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
19.729800,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
19.731000,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
19.928050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
19.929150,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
20.125800,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
20.127000,0x06F,0,0,8,0x01,0xBC,0x70,0xC9,0xFE,0xFD,0xEF,0x7F
20.323800,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
20.325000,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
20.521800,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
20.523000,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
20.720050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
20.721000,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
20.917800,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
20.919150,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
21.116050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
21.117000,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
21.314050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
21.315000,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
21.511800,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
21.513000,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
21.709850,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
21.711000,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
21.908050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
21.909150,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
22.106050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
22.107050,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
22.304050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
22.305000,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
22.502100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
22.503000,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
22.700050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
22.701000,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
22.898050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
22.899150,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
23.096050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
23.097000,0x06F,0,0,8,0x01,0xBC,0x70,0xC9,0xFE,0xFD,0xEF,0x7F
23.294050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
23.295050,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
23.491600,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
23.492200,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
23.690050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
23.691050,0x06F,0,0,8,0x01,0xBC,0x70,0xC9,0xFE,0xFD,0xEF,0x7F
23.888050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
23.889150,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
24.086050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
24.087050,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
24.284050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
24.285050,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
24.481600,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
24.482250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
24.679600,0x06F,0,0,8,0x01,0xBC,0x70,0xC9,0xFE,0xFD,0xEF,0x7F
24.680250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
24.878100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
24.879350,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
25.076100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
25.077050,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
25.273600,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
25.274250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
25.472100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
25.473050,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
25.669600,0x06F,0,0,8,0x01,0xBC,0x70,0xC9,0xFE,0xFD,0xEF,0x7F
25.670250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
25.867600,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
25.868250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
26.066100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
26.067100,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
26.264100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
26.265100,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
26.461600,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
26.462250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
26.660100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
26.661050,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
26.857650,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
26.858300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
27.055650,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
27.056250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
27.253650,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
27.254250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
27.452100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
27.452250,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
27.649650,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
27.650250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
27.847650,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
27.848250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
28.045600,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
28.046300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
28.243650,0x06F,0,0,8,0x01,0xBC,0x70,0xC9,0xFE,0xFD,0xEF,0x7F
28.244300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
28.441650,0x06F,0,0,8,0x01,0xBC,0x70,0xC9,0xFE,0xFD,0xEF,0x7F
28.442300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
28.639650,0x06F,0,0,8,0x01,0xBC,0x70,0xC9,0xFE,0xFD,0xEF,0x7F
28.640400,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
28.837650,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
28.838300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
29.035650,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
29.036300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
29.233650,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
29.234300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
29.431650,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
29.432300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
29.629650,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
29.630300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
29.827650,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
29.828450,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
30.025650,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
30.026300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
30.223650,0x06F,0,0,8,0x01,0xBC,0x70,0x49,0xFF,0xFD,0xEF,0x7F
30.224500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
