timestamps,CAN_DataFrame.CAN_DataFrame.BusChannel,CAN_DataFrame.CAN_DataFrame.ID,CAN_DataFrame.CAN_DataFrame.IDE,CAN_DataFrame.CAN_DataFrame.DLC,CAN_DataFrame.CAN_DataFrame.DataLength,CAN_DataFrame.CAN_DataFrame.DataBytes,CAN_DataFrame.CAN_DataFrame.Dir
229.9989,9.0,101,0.0,1,1.0,[67  0  0  0  0  0  0  0],0.0
229.998901,9.0,102,0.0,6,6.0,[  3 199  87  49  84  45   0   0],0.0
229.998902,9.0,103,0.0,8,8.0,[213  34 138 112  71  52 109   9],0.0
229.99890299999998,9.0,104,0.0,4,4.0,[147 245  25   0   0   0   0   0],0.0
229.99890399999998,9.0,107,0.0,5,5.0,[197  53  64  44   0   0   0   0],0.0
230.19604999999999,9.0,111,0.0,8,8.0,[135 156 143  68 254 249 239 127],0.0
230.19695,9.0,101,0.0,1,1.0,[67  0  0  0  0  0  0  0],0.0
230.19695099999998,9.0,102,0.0,6,6.0,[  3 143  88  49  84  45   0   0],0.0
230.19695199999998,9.0,103,0.0,8,8.0,[227  34 138 144  69  52 109   9],0.0
230.19695299999998,9.0,104,0.0,4,4.0,[145 245  25   0   0   0   0   0],0.0
230.19695399999998,9.0,107,0.0,5,5.0,[125  54  96  53   0   0   0   0],0.0
230.39405,9.0,111,0.0,8,8.0,[137 140 143 196 254 237 239 127],0.0
230.3947,9.0,101,0.0,1,1.0,[75  0  0  0  0  0  0  0],0.0
230.394701,9.0,102,0.0,6,6.0,[ 3 87 89 49 84 45  0  0],0.0
230.394702,9.0,103,0.0,8,8.0,[241  34 138 176  67  52 109   9],0.0
230.394703,9.0,104,0.0,4,4.0,[147 245  25   0   0   0   0   0],0.0
230.394704,9.0,107,0.0,5,5.0,[11 52 64 54  0  0  0  0],0.0
230.59205,9.0,111,0.0,8,8.0,[137 148  47 196 254 245  47 128],0.0
230.59285,9.0,101,0.0,1,1.0,[75  0  0  0  0  0  0  0],0.0
230.592851,9.0,102,0.0,6,6.0,[ 3 31 90 49 84 45  0  0],0.0
230.592852,9.0,103,0.0,8,8.0,[251  34 138 208  65  52 109   9],0.0
230.592853,9.0,104,0.0,4,4.0,[147 245  25   0   0   0   0   0],0.0
230.592854,9.0,107,0.0,5,5.0,[243  49   0  53   0   0   0   0],0.0
230.79004999999998,9.0,111,0.0,8,8.0,[137 164  79  68 255 249 175 127],0.0
230.79084999999998,9.0,101,0.0,1,1.0,[83  0  0  0  0  0  0  0],0.0
230.790851,9.0,102,0.0,6,6.0,[  3 231  90  49  84  45   0   0],0.0
230.790852,9.0,103,0.0,8,8.0,[  7  35 138  16  64  52 109   9],0.0
230.790853,9.0,104,0.0,4,4.0,[147 245  25   0   0   0   0   0],0.0
230.790854,9.0,107,0.0,5,5.0,[ 35  48 224  57   0   0   0   0],0.0
230.79379999999998,9.0,106,0.0,3,3.0,[141   1   0   0   0   0   0   0],0.0
230.98805,9.0,111,0.0,8,8.0,[137 180 111 196 254 245 239 127],0.0
230.98884999999999,9.0,101,0.0,1,1.0,[83  0  0  0  0  0  0  0],0.0
230.98885099999998,9.0,102,0.0,6,6.0,[  3 175  91  49  84  45   0   0],0.0
230.98885199999998,9.0,103,0.0,8,8.0,[ 21  35 138  80  62  52 109   9],0.0
230.98885299999998,9.0,104,0.0,4,4.0,[149 245  25   0   0   0   0   0],0.0
230.988854,9.0,107,0.0,5,5.0,[185  48 128  55   0   0   0   0],0.0
231.18605,9.0,111,0.0,8,8.0,[139 196  79  68 255 253 143 127],0.0
231.18689999999998,9.0,101,0.0,1,1.0,[83  0  0  0  0  0  0  0],0.0
231.18690099999998,9.0,102,0.0,6,6.0,[  3 119  92  49  84  45   0   0],0.0
231.186902,9.0,103,0.0,8,8.0,[ 35  35 138 144  60  52 109   9],0.0
231.186903,9.0,104,0.0,4,4.0,[147 245  25   0   0   0   0   0],0.0
231.186904,9.0,107,0.0,5,5.0,[131  48  32  55   0   0   0   0],0.0
231.38405,9.0,111,0.0,8,8.0,[139 204 111  68 254 253 207 127],0.0
231.3849,9.0,101,0.0,1,1.0,[83  0  0  0  0  0  0  0],0.0
231.38490099999999,9.0,102,0.0,6,6.0,[ 3 63 93 49 84 45  0  0],0.0
231.38490199999998,9.0,103,0.0,8,8.0,[ 45  35 138 240  58  52 109   9],0.0
231.38490299999998,9.0,104,0.0,4,4.0,[147 245  33   0   0   0   0   0],0.0
231.38490399999998,9.0,107,0.0,5,5.0,[117  46  96  57   0   0   0   0],0.0
231.58204999999998,9.0,111,0.0,8,8.0,[139 212  47 196 254   9 176 127],0.0
231.58335,9.0,101,0.0,1,1.0,[83  0  0  0  0  0  0  0],0.0
231.583351,9.0,102,0.0,6,6.0,[ 3  7 94 49 84 45  0  0],0.0
231.583352,9.0,103,0.0,8,8.0,[ 55  35 138  80  57  52 109   9],0.0
231.583353,9.0,104,0.0,4,4.0,[145 245  33   0   0   0   0   0],0.0
231.58335399999999,9.0,107,0.0,5,5.0,[109  44  96  55   0   0   0   0],0.0
231.78005,9.0,111,0.0,8,8.0,[135 212  79  68 254 245 207 127],0.0
231.78085,9.0,101,0.0,1,1.0,[83  0  0  0  0  0  0  0],0.0
231.78085099999998,9.0,102,0.0,6,6.0,[  3 207  94  49  84  45   0   0],0.0
231.78085199999998,9.0,103,0.0,8,8.0,[ 67  35 138 176  55  52 109   9],0.0
231.78085299999998,9.0,104,0.0,4,4.0,[145 245  33   0   0   0   0   0],0.0
231.78085399999998,9.0,107,0.0,5,5.0,[77 45 64 55  0  0  0  0],0.0
231.78379999999999,9.0,106,0.0,3,3.0,[153   1   0   0   0   0   0   0],0.0
231.97805,9.0,111,0.0,8,8.0,[139 212 143 196 254 253 207 127],0.0
231.97885,9.0,101,0.0,1,1.0,[91  0  0  0  0  0  0  0],0.0
231.978851,9.0,102,0.0,6,6.0,[  3 151  95  49  84  45   0   0],0.0
231.978852,9.0,103,0.0,8,8.0,[ 79  35 138  16  54  52 109   9],0.0
231.978853,9.0,104,0.0,4,4.0,[143 245  33   0   0   0   0   0],0.0
231.97885399999998,9.0,107,0.0,5,5.0,[29 45  0 47  0  0  0  0],0.0
232.1761,9.0,111,0.0,8,8.0,[139 212 143  68 254 249 207 127],0.0
