Time Stamp,ID,Extended,Dir,DLC,D1,D2,D3,D4,D5,D6,D7,D8
9.226050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
9.423450,0x06F,0,0,8,0x8D,0xF4,0xEF,0x43,0xFF,0xF9,0xEF,0x7F
9.424050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
9.621450,0x06F,0,0,8,0x8D,0xFC,0x0F,0xC4,0xFE,0xFD,0xEF,0x7F
9.622300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
9.819450,0x06F,0,0,8,0x8F,0xF4,0xEF,0x43,0xFF,0xFD,0xEF,0x7F
9.820050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
10.017450,0x06F,0,0,8,0x8D,0xFC,0x0F,0x44,0xFF,0x01,0xF0,0x7F
10.018050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
10.215400,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
10.216050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
10.413400,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
10.414200,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
10.611450,0x06F,0,0,8,0x8D,0xFC,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
10.612100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
10.809450,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
10.810300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
11.007450,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
11.008100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
11.205450,0x06F,0,0,8,0x8D,0xFC,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
11.206100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
11.403450,0x06F,0,0,8,0x91,0xFC,0x6F,0xC3,0xFF,0xC5,0x0F,0x80
11.404250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
11.601450,0x06F,0,0,8,0x8F,0xF4,0xEF,0x43,0xFF,0xED,0xEF,0x7F
11.602250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
11.799450,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
11.800300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
11.997450,0x06F,0,0,8,0x8D,0xF4,0xEF,0x43,0xFF,0xFD,0xEF,0x7F
11.998300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
12.195450,0x06F,0,0,8,0x8D,0xFC,0x0F,0x44,0xFF,0x01,0xF0,0x7F
12.196300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
12.393450,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xF9,0xEF,0x7F
12.394100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
12.591450,0x06F,0,0,8,0x8D,0xF4,0xEF,0xC3,0xFE,0xFD,0xEF,0x7F
12.592250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
12.789450,0x06F,0,0,8,0x8D,0xFC,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
12.790250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
12.987450,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xF9,0xEF,0x7F
12.988450,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
13.185450,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0x01,0xF0,0x7F
13.186350,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
13.383500,0x06F,0,0,8,0x8D,0xFC,0x0F,0x44,0xFF,0xF9,0xEF,0x7F
13.384350,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
13.581500,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
13.582350,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
13.779500,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
13.780250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
13.977500,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
13.978250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
14.175500,0x06F,0,0,8,0x8D,0xF4,0xEF,0x43,0xFF,0xFD,0xEF,0x7F
14.176500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
14.373450,0x06F,0,0,8,0x8D,0xF4,0xEF,0x43,0xFF,0xFD,0xEF,0x7F
14.374500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
14.571450,0x06F,0,0,8,0x8F,0xFC,0x0F,0x44,0xFF,0xF9,0xEF,0x7F
14.572350,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
14.769500,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
14.770500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
14.967500,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0x01,0xF0,0x7F
14.968250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
15.165500,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xF9,0xCF,0x7F
15.166250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
15.363500,0x06F,0,0,8,0x8D,0xFC,0xEF,0x43,0xFF,0xFD,0xEF,0x7F
15.364500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
15.561500,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
15.562500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
15.759500,0x06F,0,0,8,0x8D,0xF4,0x0F,0xC4,0xFE,0xFD,0xEF,0x7F
15.760400,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
15.957500,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
15.958500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
16.155500,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
16.156500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
16.353500,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xF9,0xEF,0x7F
16.354500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
16.551500,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
16.552500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
16.749500,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
16.750500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
16.947500,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
16.948500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
17.145500,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
17.146500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
17.343500,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
17.344500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
17.541550,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
17.542500,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
17.739550,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
17.740550,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
17.937550,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
17.939200,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
18.135550,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
18.136550,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
18.333550,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
18.334550,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
18.531500,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
18.532550,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
18.729500,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
18.927800,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
18.929100,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
19.125800,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
19.127000,0x06F,0,0,8,0x8D,0xF4,0x0F,0xC4,0xFE,0xFD,0xEF,0x7F
19.323800,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
19.325000,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
19.522050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
19.523000,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
19.719800,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
19.721000,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
19.917800,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
19.919150,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
20.115800,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
20.117000,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
20.313800,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
20.315000,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
20.511800,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
20.513000,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
20.710000,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
20.711000,0x06F,0,0,8,0x8D,0xF4,0x0F,0xC4,0xFE,0xFD,0xEF,0x7F
20.907800,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
20.909150,0x06F,0,0,8,0x8D,0xF4,0x0F,0xC4,0xFE,0xFD,0xEF,0x7F
21.106050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
21.107050,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
21.304050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
21.305000,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
21.501850,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
21.503000,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
21.699850,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
21.701000,0x06F,0,0,8,0x8D,0xFC,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
21.898050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
21.899150,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
22.096050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
22.097000,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
22.294050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
22.295000,0x06F,0,0,8,0x8D,0xEC,0x0F,0xC4,0xFE,0xFD,0xEF,0x7F
22.492050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
22.493050,0x06F,0,0,8,0x8D,0xF4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
22.689850,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
22.691050,0x06F,0,0,8,0x8D,0xEC,0x0F,0xC4,0xFE,0xFD,0xEF,0x7F
22.887850,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
22.889150,0x06F,0,0,8,0x8D,0xE4,0x0F,0xC4,0xFE,0xFD,0xEF,0x7F
23.086050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
23.087050,0x06F,0,0,8,0x8D,0xE4,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
23.284050,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
23.285050,0x06F,0,0,8,0x8D,0xDC,0x0F,0x44,0xFF,0xFD,0xEF,0x7F
23.482100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
23.483050,0x06F,0,0,8,0x8D,0xD4,0x0F,0xC4,0xFE,0xFD,0xEF,0x7F
23.680100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
23.681050,0x06F,0,0,8,0x8D,0xCC,0x0F,0x44,0xFF,0x01,0xF0,0x7F
23.878100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
23.879200,0x06F,0,0,8,0x8D,0xD4,0x0F,0x44,0xFF,0x01,0xF0,0x7F
24.076100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
24.077050,0x06F,0,0,8,0x8F,0xDC,0x2F,0x44,0xFF,0xFD,0xEF,0x7F
24.274100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
24.275050,0x06F,0,0,8,0x8B,0xE4,0x0F,0xC4,0xFE,0xF9,0xCF,0x7F
24.472100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
24.473050,0x06F,0,0,8,0x8D,0xEC,0x0F,0x44,0xFF,0xF9,0xCF,0x7F
24.669600,0x06F,0,0,8,0x8D,0xEC,0x0F,0x44,0xFF,0x01,0xF0,0x7F
24.670250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
24.868100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
24.869200,0x06F,0,0,8,0x8B,0xEC,0x0F,0x44,0xFF,0x01,0xF0,0x7F
25.066100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
25.067050,0x06F,0,0,8,0x8B,0xEC,0xEF,0x43,0xFF,0xFD,0xEF,0x7F
25.264100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
25.265100,0x06F,0,0,8,0x8D,0xEC,0xEF,0xC3,0xFE,0xFD,0xEF,0x7F
25.462100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
25.463050,0x06F,0,0,8,0x8B,0xE4,0x0F,0x44,0xFF,0xF9,0xCF,0x7F
25.659600,0x06F,0,0,8,0x8D,0x04,0x10,0x44,0xFF,0xF5,0xAF,0x7F
25.660250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
25.857600,0x06F,0,0,8,0x8F,0x0C,0x10,0xC4,0xFE,0xF9,0x0F,0x80
25.858250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
26.056100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
26.057050,0x06F,0,0,8,0x8B,0xF4,0x0F,0x44,0xFF,0x05,0xD0,0x7F
26.254100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
26.255050,0x06F,0,0,8,0x8D,0xF4,0x2F,0xC4,0xFE,0xF9,0xEF,0x7F
26.451650,0x06F,0,0,8,0x8F,0xF4,0x0F,0xC4,0xFE,0xF5,0xEF,0x7F
26.452250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
26.650100,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
26.651100,0x06F,0,0,8,0x91,0xFC,0x0F,0xC4,0xFD,0x09,0x10,0x80
26.847650,0x06F,0,0,8,0x83,0xDC,0xEF,0xC3,0xFE,0xF5,0x0F,0x80
26.848250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
27.045600,0x06F,0,0,8,0x8F,0xE4,0x2F,0xC4,0x00,0xFA,0x8F,0x7F
27.046250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
27.243600,0x06F,0,0,8,0x8F,0xE4,0xEF,0x43,0xFD,0xFD,0x0F,0x80
27.244250,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
27.442150,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
27.442250,0x06F,0,0,8,0x91,0xFC,0x0F,0xC4,0xFE,0xFD,0xEF,0x7F
27.639650,0x06F,0,0,8,0x89,0xD4,0xEF,0xC3,0xFE,0x01,0x50,0x80
27.640300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
27.837650,0x06F,0,0,8,0x8F,0xEC,0x2F,0xC4,0xFF,0x01,0x10,0x7F
27.838300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
28.035650,0x06F,0,0,8,0x8D,0xDC,0x4F,0xC4,0xFE,0xF9,0x0F,0x80
28.036300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
28.233650,0x06F,0,0,8,0x8D,0xF4,0xEF,0x43,0xFE,0xFD,0xCF,0x7F
28.234300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
28.431650,0x06F,0,0,8,0x8F,0xF4,0x0F,0xC4,0xFE,0x0D,0xD0,0x7F
28.432300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
28.629650,0x06F,0,0,8,0x8B,0xEC,0x2F,0x44,0xFF,0x05,0xD0,0x7F
28.630450,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
28.827650,0x06F,0,0,8,0x8B,0xF4,0x0F,0x44,0xFE,0xF5,0xEF,0x7F
28.828300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
29.025650,0x06F,0,0,8,0x8F,0xF4,0x0F,0xC4,0xFE,0xF9,0xEF,0x7F
29.026300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
29.223650,0x06F,0,0,8,0x8D,0xF4,0x0F,0xC4,0xFE,0xF9,0xEF,0x7F
29.224300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
29.421650,0x06F,0,0,8,0x8F,0xF4,0x0F,0x44,0xFE,0x01,0xF0,0x7F
29.422300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
29.619650,0x06F,0,0,8,0x8D,0xF4,0x0F,0xC4,0xFE,0xFD,0xCF,0x7F
29.620300,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
29.817650,0x06F,0,0,8,0x93,0x04,0x30,0xC4,0xFF,0xF1,0x4F,0x7F
29.818450,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
30.015650,0x06F,0,0,8,0x91,0xE4,0xCF,0x43,0xFE,0xFD,0xCF,0x7F
