Time Stamp,ID,Extended,Dir,DLC,D1,D2,D3,D4,D5,D6,D7,D8
63.084700,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
63.282050,0x06F,0,0,8,0xD7,0x8B,0xD0,0x36,0xFF,0xFD,0xEF,0x7F
63.282700,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
63.480050,0x06F,0,0,8,0xD7,0x8B,0xD0,0x36,0xFF,0xFD,0xEF,0x7F
63.480700,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
63.678050,0x06F,0,0,8,0xD7,0x8B,0xD0,0x36,0xFF,0xFD,0xEF,0x7F
63.678850,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
63.876050,0x06F,0,0,8,0xD7,0x8B,0xD0,0x36,0xFF,0xFD,0xEF,0x7F
63.876700,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
64.074050,0x06F,0,0,8,0xD7,0x8B,0xD0,0x36,0xFF,0xFD,0xEF,0x7F
64.074950,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
64.272050,0x06F,0,0,8,0xD7,0x8B,0xD0,0x36,0xFF,0xFD,0xEF,0x7F
64.272700,0x065,0,0,1,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
