timestamps,CAN_DataFrame.CAN_DataFrame.BusChannel,CAN_DataFrame.CAN_DataFrame.ID,CAN_DataFrame.CAN_DataFrame.IDE,CAN_DataFrame.CAN_DataFrame.DLC,CAN_DataFrame.CAN_DataFrame.DataLength,CAN_DataFrame.CAN_DataFrame.DataBytes,CAN_DataFrame.CAN_DataFrame.Dir
62.094699999999996,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
62.292049999999996,9.0,111,0.0,8,8.0,[213 139 208  54 255 253 239 128],0.0
62.292699999999996,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
62.49005,9.0,111,0.0,8,8.0,[215 131 208  54 255   1 112 129],0.0
62.4907,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
62.68805,9.0,111,0.0,8,8.0,[213 139 208  54 255   1 176 130],0.0
62.6887,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
62.88605,9.0,111,0.0,8,8.0,[213 139 208 182 254 253 111 129],0.0
62.88695,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
63.0841,9.0,111,0.0,8,8.0,[215 139 208 182 254 253 239 127],0.0
63.0847,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
63.28205,9.0,111,0.0,8,8.0,[215 139 208  54 255 253 239 127],0.0
63.2827,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
63.48005,9.0,111,0.0,8,8.0,[215 139 208  54 255 253 239 127],0.0
63.4807,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
63.67805,9.0,111,0.0,8,8.0,[215 139 208  54 255 253 239 127],0.0
63.67885,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
63.87605,9.0,111,0.0,8,8.0,[215 139 208  54 255 253 239 127],0.0
63.8767,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
64.07405,9.0,111,0.0,8,8.0,[215 139 208  54 255 253 239 127],0.0
64.07495,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
64.27205,9.0,111,0.0,8,8.0,[215 139 208  54 255 253 239 127],0.0
64.2727,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
64.4701,9.0,111,0.0,8,8.0,[215 139 208  54 255 253 239 127],0.0
64.47075,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
64.6681,9.0,111,0.0,8,8.0,[215 139 208  54 255 253 239 127],0.0
64.66884999999999,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
64.8661,9.0,111,0.0,8,8.0,[215 139 208 182 255 253 239 127],0.0
64.86685,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
65.0641,9.0,111,0.0,8,8.0,[215 139 208 182 254   1 176 128],0.0
65.06475,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
65.2621,9.0,111,0.0,8,8.0,[215 139 208  54 255   1 208 128],0.0
65.26295,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
65.4601,9.0,111,0.0,8,8.0,[215 139 208  54 255 249  47 128],0.0
65.46095,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
65.65809999999999,9.0,111,0.0,8,8.0,[215 139 208  54 255 253 111 128],0.0
65.6587,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
65.8561,9.0,111,0.0,8,8.0,[217 139 208  54 255   1 176 128],0.0
65.85685,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
66.05409999999999,9.0,111,0.0,8,8.0,[215 139 208  54 255 253 143 128],0.0
66.05485,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
66.2521,9.0,111,0.0,8,8.0,[215 147 208  54 255 253 143 128],0.0
66.2531,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
66.45009999999999,9.0,111,0.0,8,8.0,[217 139 208 182 254 253  15 128],0.0
66.45094999999999,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
66.6481,9.0,111,0.0,8,8.0,[217 139 208  54 255 253 239 127],0.0
66.649,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
66.84609999999999,9.0,111,0.0,8,8.0,[217 139 208  54 255 253 239 127],0.0
66.84675,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
67.0441,9.0,111,0.0,8,8.0,[217 139 208  54 255 253 239 127],0.0
67.0449,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
67.24215,9.0,111,0.0,8,8.0,[217 139 208  54 255 253 239 127],0.0
67.24289999999999,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
67.4401,9.0,111,0.0,8,8.0,[217 139 208  54 255 253 239 127],0.0
67.44115,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
67.6381,9.0,111,0.0,8,8.0,[217 139 208  54 255 253 239 127],0.0
67.639,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
67.8361,9.0,111,0.0,8,8.0,[217 139 208  54 255 253 239 127],0.0
67.837,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
68.0341,9.0,111,0.0,8,8.0,[217 139 208  54 255 253 239 127],0.0
68.03515,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
68.2321,9.0,111,0.0,8,8.0,[217 139 208 182 254 253 239 127],0.0
68.2329,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
68.4301,9.0,111,0.0,8,8.0,[217 139 208  54 255 253 239 127],0.0
68.4309,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
68.62814999999999,9.0,111,0.0,8,8.0,[217 139 208  54 255 253 239 127],0.0
68.62915,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
68.82615,9.0,111,0.0,8,8.0,[217 139 208  54 255 253 111 128],0.0
68.82715,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
69.02414999999999,9.0,111,0.0,8,8.0,[217 139 208  54 255 253  79 128],0.0
69.02499999999999,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
69.22215,9.0,111,0.0,8,8.0,[217 147 208  54 255   1 112 128],0.0
69.22315,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
69.42014999999999,9.0,111,0.0,8,8.0,[217 147 208 182 255 253  47 129],0.0
69.42115,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
69.61815,9.0,111,0.0,8,8.0,[217 147 208  54 255 253 175 128],0.0
69.61895,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
69.81615,9.0,111,0.0,8,8.0,[217 147 208  54 255 253  15 128],0.0
69.81715,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
70.01415,9.0,111,0.0,8,8.0,[217 147 208  54 255 253 239 127],0.0
70.01514999999999,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
70.21215,9.0,111,0.0,8,8.0,[217 147 208  54 255 253 239 127],0.0
70.213,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
70.41015,9.0,111,0.0,8,8.0,[217 147 208  54 255 253 239 127],0.0
70.41114999999999,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
70.60815,9.0,111,0.0,8,8.0,[217 147 208  54 255 253 239 127],0.0
70.60915,9.0,101,0.0,1,1.0,[0 0 0 0 0 0 0 0],0.0
70.80615,9.0,111,0.0,8,8.0,[217 147 208  54 255 253 239 127],0.0
