kind,sid,length,raw_bytes,timestamp,raw_hex,session,pid,value_bytes,pid_name,pid_unit,pid_group,value,value_kind,total_length,partial
FF,,,,7.3735,10 08 62 1E 3D 00 02 48,sd_2A73E1CC/00000013,7741.0,b'\x00\x02H',HV Battery current,A,Battery,-4.96,partial,8.0,True
SF,,4.0,,7.4735,04 62 2A 0B 63 AA AA AA,sd_2A73E1CC/00000013,10763.0,b'c',HV Battery temp (main value),°C,Battery,9.5,numeric,,
SF,,7.0,,7.57355,07 62 1E 0E 02 80 00 01,sd_2A73E1CC/00000013,7694.0,b'\x02\x80\x00\x01',HV Battery max temp and temp point,°C,Battery,10.0,numeric,,
SF,,4.0,,7.6735,04 62 74 48 01 AA AA AA,sd_2A73E1CC/00000013,29768.0,b'\x01',Car operation mode,logic,Technical,driving,enum,,
SF,,4.0,,8.1736,04 62 02 8C A9 AA AA AA,sd_2A73E1CC/00000013,652.0,b'\xa9',SOC (BMS),%,Battery,67.6,numeric,,
SF,,5.0,,8.2735,05 62 1E 3B 05 C1 AA AA,sd_2A73E1CC/00000013,7739.0,b'\x05\xc1',HV Battery voltage,V,Battery,368.25,numeric,,
FF,,,,8.37355,10 08 62 1E 3D 00 02 48,sd_2A73E1CC/00000013,7741.0,b'\x00\x02H',HV Battery current,A,Battery,-4.96,partial,8.0,True
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',9.073599999999999,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000013,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',9.12355,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000013,,,,,,,,,
SF,,4.0,,9.1737,04 62 02 8C A9 AA AA AA,sd_2A73E1CC/00000013,652.0,b'\xa9',SOC (BMS),%,Battery,67.6,numeric,,
SF,,5.0,,9.2736,05 62 1E 3B 05 C1 AA AA,sd_2A73E1CC/00000013,7739.0,b'\x05\xc1',HV Battery voltage,V,Battery,368.25,numeric,,
FF,,,,9.3736,10 08 62 1E 3D 00 02 48,sd_2A73E1CC/00000013,7741.0,b'\x00\x02H',HV Battery current,A,Battery,-4.96,partial,8.0,True
SF,,4.0,,9.4736,04 62 2A 0B 63 AA AA AA,sd_2A73E1CC/00000013,10763.0,b'c',HV Battery temp (main value),°C,Battery,9.5,numeric,,
SF,,7.0,,9.573649999999999,07 62 1E 0E 02 80 00 01,sd_2A73E1CC/00000013,7694.0,b'\x02\x80\x00\x01',HV Battery max temp and temp point,°C,Battery,10.0,numeric,,
SF,,4.0,,9.6736,04 62 74 48 01 AA AA AA,sd_2A73E1CC/00000013,29768.0,b'\x01',Car operation mode,logic,Technical,driving,enum,,
SF,,4.0,,10.17375,04 62 02 8C A9 AA AA AA,sd_2A73E1CC/00000013,652.0,b'\xa9',SOC (BMS),%,Battery,67.6,numeric,,
SF,,5.0,,10.2736,05 62 1E 3B 05 C1 AA AA,sd_2A73E1CC/00000013,7739.0,b'\x05\xc1',HV Battery voltage,V,Battery,368.25,numeric,,
FF,,,,10.3737,10 08 62 1E 3D 00 02 48,sd_2A73E1CC/00000013,7741.0,b'\x00\x02H',HV Battery current,A,Battery,-4.96,partial,8.0,True
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',11.073699999999999,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000013,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',11.12365,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000013,,,,,,,,,
SF,,4.0,,11.17375,04 62 02 8C A9 AA AA AA,sd_2A73E1CC/00000013,652.0,b'\xa9',SOC (BMS),%,Battery,67.6,numeric,,
SF,,5.0,,11.2737,05 62 1E 3B 05 C1 AA AA,sd_2A73E1CC/00000013,7739.0,b'\x05\xc1',HV Battery voltage,V,Battery,368.25,numeric,,
FF,,,,11.3737,10 08 62 1E 3D 00 02 49,sd_2A73E1CC/00000013,7741.0,b'\x00\x02I',HV Battery current,A,Battery,-2.4,partial,8.0,True
SF,,4.0,,11.4737,04 62 2A 0B 63 AA AA AA,sd_2A73E1CC/00000013,10763.0,b'c',HV Battery temp (main value),°C,Battery,9.5,numeric,,
SF,,7.0,,11.573749999999999,07 62 1E 0E 02 80 00 01,sd_2A73E1CC/00000013,7694.0,b'\x02\x80\x00\x01',HV Battery max temp and temp point,°C,Battery,10.0,numeric,,
SF,,4.0,,11.6737,04 62 74 48 01 AA AA AA,sd_2A73E1CC/00000013,29768.0,b'\x01',Car operation mode,logic,Technical,driving,enum,,
SF,,4.0,,12.17385,04 62 02 8C A9 AA AA AA,sd_2A73E1CC/00000013,652.0,b'\xa9',SOC (BMS),%,Battery,67.6,numeric,,
SF,,5.0,,12.27375,05 62 1E 3B 05 C1 AA AA,sd_2A73E1CC/00000013,7739.0,b'\x05\xc1',HV Battery voltage,V,Battery,368.25,numeric,,
FF,,,,12.37375,10 08 62 1E 3D 00 02 48,sd_2A73E1CC/00000013,7741.0,b'\x00\x02H',HV Battery current,A,Battery,-4.96,partial,8.0,True
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',13.073799999999999,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000013,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',13.1238,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000013,,,,,,,,,
SF,,4.0,,13.1739,04 62 02 8C A9 AA AA AA,sd_2A73E1CC/00000013,652.0,b'\xa9',SOC (BMS),%,Battery,67.6,numeric,,
SF,,5.0,,13.27375,05 62 1E 3B 05 C1 AA AA,sd_2A73E1CC/00000013,7739.0,b'\x05\xc1',HV Battery voltage,V,Battery,368.25,numeric,,
FF,,,,13.37385,10 08 62 1E 3D 00 02 48,sd_2A73E1CC/00000013,7741.0,b'\x00\x02H',HV Battery current,A,Battery,-4.96,partial,8.0,True
SF,,4.0,,13.473899999999999,04 62 2A 0B 63 AA AA AA,sd_2A73E1CC/00000013,10763.0,b'c',HV Battery temp (main value),°C,Battery,9.5,numeric,,
SF,,7.0,,13.57385,07 62 1E 0E 02 80 00 01,sd_2A73E1CC/00000013,7694.0,b'\x02\x80\x00\x01',HV Battery max temp and temp point,°C,Battery,10.0,numeric,,
SF,,4.0,,13.67385,04 62 74 48 01 AA AA AA,sd_2A73E1CC/00000013,29768.0,b'\x01',Car operation mode,logic,Technical,driving,enum,,
SF,,4.0,,14.1739,04 62 02 8C A9 AA AA AA,sd_2A73E1CC/00000013,652.0,b'\xa9',SOC (BMS),%,Battery,67.6,numeric,,
SF,,5.0,,14.27385,05 62 1E 3B 05 C1 AA AA,sd_2A73E1CC/00000013,7739.0,b'\x05\xc1',HV Battery voltage,V,Battery,368.25,numeric,,
FF,,,,14.37385,10 08 62 1E 3D 00 02 48,sd_2A73E1CC/00000013,7741.0,b'\x00\x02H',HV Battery current,A,Battery,-4.96,partial,8.0,True
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',15.0739,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000013,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',15.12385,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000013,,,,,,,,,
SF,,4.0,,15.174,04 62 02 8C A9 AA AA AA,sd_2A73E1CC/00000013,652.0,b'\xa9',SOC (BMS),%,Battery,67.6,numeric,,
SF,,5.0,,15.2739,05 62 1E 3B 05 C1 AA AA,sd_2A73E1CC/00000013,7739.0,b'\x05\xc1',HV Battery voltage,V,Battery,368.25,numeric,,
FF,,,,15.373949999999999,10 08 62 1E 3D 00 02 48,sd_2A73E1CC/00000013,7741.0,b'\x00\x02H',HV Battery current,A,Battery,-4.96,partial,8.0,True
SF,,4.0,,15.473949999999999,04 62 2A 0B 63 AA AA AA,sd_2A73E1CC/00000013,10763.0,b'c',HV Battery temp (main value),°C,Battery,9.5,numeric,,
SF,,7.0,,15.574,07 62 1E 0E 02 80 00 01,sd_2A73E1CC/00000013,7694.0,b'\x02\x80\x00\x01',HV Battery max temp and temp point,°C,Battery,10.0,numeric,,
SF,,4.0,,15.6739,04 62 74 48 01 AA AA AA,sd_2A73E1CC/00000013,29768.0,b'\x01',Car operation mode,logic,Technical,driving,enum,,
SF,,4.0,,16.174049999999998,04 62 02 8C A9 AA AA AA,sd_2A73E1CC/00000013,652.0,b'\xa9',SOC (BMS),%,Battery,67.6,numeric,,
SF,,5.0,,16.27395,05 62 1E 3B 05 C1 AA AA,sd_2A73E1CC/00000013,7739.0,b'\x05\xc1',HV Battery voltage,V,Battery,368.25,numeric,,
FF,,,,16.374,10 08 62 1E 3D 00 02 48,sd_2A73E1CC/00000013,7741.0,b'\x00\x02H',HV Battery current,A,Battery,-4.96,partial,8.0,True
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',17.073999999999998,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000013,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',17.12405,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000013,,,,,,,,,
SF,,4.0,,17.1741,04 62 02 8C A9 AA AA AA,sd_2A73E1CC/00000013,652.0,b'\xa9',SOC (BMS),%,Battery,67.6,numeric,,
SF,,5.0,,17.274,05 62 1E 3B 05 C1 AA AA,sd_2A73E1CC/00000013,7739.0,b'\x05\xc1',HV Battery voltage,V,Battery,368.25,numeric,,
FF,,,,17.37405,10 08 62 1E 3D 00 02 48,sd_2A73E1CC/00000013,7741.0,b'\x00\x02H',HV Battery current,A,Battery,-4.96,partial,8.0,True
SF,,4.0,,17.474,04 62 2A 0B 63 AA AA AA,sd_2A73E1CC/00000013,10763.0,b'c',HV Battery temp (main value),°C,Battery,9.5,numeric,,
SF,,7.0,,17.57405,07 62 1E 0E 02 80 00 01,sd_2A73E1CC/00000013,7694.0,b'\x02\x80\x00\x01',HV Battery max temp and temp point,°C,Battery,10.0,numeric,,
SF,,4.0,,17.674,04 62 74 48 01 AA AA AA,sd_2A73E1CC/00000013,29768.0,b'\x01',Car operation mode,logic,Technical,driving,enum,,
SF,,4.0,,18.17415,04 62 02 8C A9 AA AA AA,sd_2A73E1CC/00000013,652.0,b'\xa9',SOC (BMS),%,Battery,67.6,numeric,,
SF,,5.0,,18.27405,05 62 1E 3B 05 C1 AA AA,sd_2A73E1CC/00000013,7739.0,b'\x05\xc1',HV Battery voltage,V,Battery,368.25,numeric,,
FF,,,,18.3741,10 08 62 1E 3D 00 02 49,sd_2A73E1CC/00000013,7741.0,b'\x00\x02I',HV Battery current,A,Battery,-2.4,partial,8.0,True
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',19.074199999999998,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000013,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',19.1242,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000013,,,,,,,,,
SF,,4.0,,19.1743,04 62 02 8C A9 AA AA AA,sd_2A73E1CC/00000013,652.0,b'\xa9',SOC (BMS),%,Battery,67.6,numeric,,
SF,,5.0,,19.27415,05 62 1E 3B 05 C1 AA AA,sd_2A73E1CC/00000013,7739.0,b'\x05\xc1',HV Battery voltage,V,Battery,368.25,numeric,,
FF,,,,19.3742,10 08 62 1E 3D 00 02 49,sd_2A73E1CC/00000013,7741.0,b'\x00\x02I',HV Battery current,A,Battery,-2.4,partial,8.0,True
SF,,4.0,,19.474149999999998,04 62 2A 0B 63 AA AA AA,sd_2A73E1CC/00000013,10763.0,b'c',HV Battery temp (main value),°C,Battery,9.5,numeric,,
SF,,7.0,,19.57425,07 62 1E 0E 02 80 00 01,sd_2A73E1CC/00000013,7694.0,b'\x02\x80\x00\x01',HV Battery max temp and temp point,°C,Battery,10.0,numeric,,
SF,,4.0,,19.674149999999997,04 62 74 48 01 AA AA AA,sd_2A73E1CC/00000013,29768.0,b'\x01',Car operation mode,logic,Technical,driving,enum,,
SF,,4.0,,20.1743,04 62 02 8C A9 AA AA AA,sd_2A73E1CC/00000013,652.0,b'\xa9',SOC (BMS),%,Battery,67.6,numeric,,
SF,,5.0,,20.27415,05 62 1E 3B 05 C1 AA AA,sd_2A73E1CC/00000013,7739.0,b'\x05\xc1',HV Battery voltage,V,Battery,368.25,numeric,,
FF,,,,20.37415,10 08 62 1E 3D 00 02 49,sd_2A73E1CC/00000013,7741.0,b'\x00\x02I',HV Battery current,A,Battery,-2.4,partial,8.0,True
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',21.074299999999997,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000013,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',21.1242,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000013,,,,,,,,,
SF,,4.0,,21.1743,04 62 02 8C A9 AA AA AA,sd_2A73E1CC/00000013,652.0,b'\xa9',SOC (BMS),%,Battery,67.6,numeric,,
SF,,5.0,,21.27425,05 62 1E 3B 05 C1 AA AA,sd_2A73E1CC/00000013,7739.0,b'\x05\xc1',HV Battery voltage,V,Battery,368.25,numeric,,
FF,,,,21.37425,10 08 62 1E 3D 00 02 48,sd_2A73E1CC/00000013,7741.0,b'\x00\x02H',HV Battery current,A,Battery,-4.96,partial,8.0,True
SF,,4.0,,21.474249999999998,04 62 2A 0B 63 AA AA AA,sd_2A73E1CC/00000013,10763.0,b'c',HV Battery temp (main value),°C,Battery,9.5,numeric,,
SF,,7.0,,21.574299999999997,07 62 1E 0E 02 80 00 01,sd_2A73E1CC/00000013,7694.0,b'\x02\x80\x00\x01',HV Battery max temp and temp point,°C,Battery,10.0,numeric,,
SF,,4.0,,21.6743,04 62 74 48 01 AA AA AA,sd_2A73E1CC/00000013,29768.0,b'\x01',Car operation mode,logic,Technical,driving,enum,,
SF,,4.0,,22.1744,04 62 02 8C A9 AA AA AA,sd_2A73E1CC/00000013,652.0,b'\xa9',SOC (BMS),%,Battery,67.6,numeric,,
SF,,5.0,,22.2743,05 62 1E 3B 05 C1 AA AA,sd_2A73E1CC/00000013,7739.0,b'\x05\xc1',HV Battery voltage,V,Battery,368.25,numeric,,
FF,,,,22.37435,10 08 62 1E 3D 00 02 48,sd_2A73E1CC/00000013,7741.0,b'\x00\x02H',HV Battery current,A,Battery,-4.96,partial,8.0,True
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',23.07435,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000013,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',23.12435,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000013,,,,,,,,,
SF,,4.0,,23.1744,04 62 02 8C A9 AA AA AA,sd_2A73E1CC/00000013,652.0,b'\xa9',SOC (BMS),%,Battery,67.6,numeric,,
SF,,5.0,,23.2743,05 62 1E 3B 05 C1 AA AA,sd_2A73E1CC/00000013,7739.0,b'\x05\xc1',HV Battery voltage,V,Battery,368.25,numeric,,
FF,,,,23.37435,10 08 62 1E 3D 00 02 48,sd_2A73E1CC/00000013,7741.0,b'\x00\x02H',HV Battery current,A,Battery,-4.96,partial,8.0,True
SF,,4.0,,23.474349999999998,04 62 2A 0B 63 AA AA AA,sd_2A73E1CC/00000013,10763.0,b'c',HV Battery temp (main value),°C,Battery,9.5,numeric,,
SF,,7.0,,23.5745,07 62 1E 0E 02 80 00 01,sd_2A73E1CC/00000013,7694.0,b'\x02\x80\x00\x01',HV Battery max temp and temp point,°C,Battery,10.0,numeric,,
SF,,4.0,,23.67435,04 62 74 48 01 AA AA AA,sd_2A73E1CC/00000013,29768.0,b'\x01',Car operation mode,logic,Technical,driving,enum,,
SF,,4.0,,24.17445,04 62 02 8C A9 AA AA AA,sd_2A73E1CC/00000013,652.0,b'\xa9',SOC (BMS),%,Battery,67.6,numeric,,
SF,,5.0,,24.27435,05 62 1E 3B 05 C1 AA AA,sd_2A73E1CC/00000013,7739.0,b'\x05\xc1',HV Battery voltage,V,Battery,368.25,numeric,,
FF,,,,24.374399999999998,10 08 62 1E 3D 00 02 49,sd_2A73E1CC/00000013,7741.0,b'\x00\x02I',HV Battery current,A,Battery,-2.4,partial,8.0,True
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',25.07445,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000013,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',25.12445,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000013,,,,,,,,,
SF,,4.0,,25.17455,04 62 02 8C A9 AA AA AA,sd_2A73E1CC/00000013,652.0,b'\xa9',SOC (BMS),%,Battery,67.6,numeric,,
SF,,5.0,,25.2744,05 62 1E 3B 05 C1 AA AA,sd_2A73E1CC/00000013,7739.0,b'\x05\xc1',HV Battery voltage,V,Battery,368.25,numeric,,
FF,,,,25.374399999999998,10 08 62 1E 3D 00 02 48,sd_2A73E1CC/00000013,7741.0,b'\x00\x02H',HV Battery current,A,Battery,-4.96,partial,8.0,True
SF,,4.0,,25.474449999999997,04 62 2A 0B 63 AA AA AA,sd_2A73E1CC/00000013,10763.0,b'c',HV Battery temp (main value),°C,Battery,9.5,numeric,,
SF,,7.0,,25.5745,07 62 1E 0E 02 80 00 01,sd_2A73E1CC/00000013,7694.0,b'\x02\x80\x00\x01',HV Battery max temp and temp point,°C,Battery,10.0,numeric,,
SF,,4.0,,25.67445,04 62 74 48 01 AA AA AA,sd_2A73E1CC/00000013,29768.0,b'\x01',Car operation mode,logic,Technical,driving,enum,,
SF,,4.0,,26.174599999999998,04 62 02 8C A9 AA AA AA,sd_2A73E1CC/00000013,652.0,b'\xa9',SOC (BMS),%,Battery,67.6,numeric,,
SF,,5.0,,26.2745,05 62 1E 3B 05 C1 AA AA,sd_2A73E1CC/00000013,7739.0,b'\x05\xc1',HV Battery voltage,V,Battery,368.25,numeric,,
FF,,,,26.374499999999998,10 08 62 1E 3D 00 02 48,sd_2A73E1CC/00000013,7741.0,b'\x00\x02H',HV Battery current,A,Battery,-4.96,partial,8.0,True
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',27.07455,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000013,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',27.124599999999997,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000013,,,,,,,,,
SF,,4.0,,27.174599999999998,04 62 02 8C A9 AA AA AA,sd_2A73E1CC/00000013,652.0,b'\xa9',SOC (BMS),%,Battery,67.6,numeric,,
SF,,5.0,,27.274549999999998,05 62 1E 3B 05 C1 AA AA,sd_2A73E1CC/00000013,7739.0,b'\x05\xc1',HV Battery voltage,V,Battery,368.25,numeric,,
FF,,,,27.374699999999997,10 08 62 1E 3D 00 02 48,sd_2A73E1CC/00000013,7741.0,b'\x00\x02H',HV Battery current,A,Battery,-4.96,partial,8.0,True
SF,,4.0,,27.4746,04 62 2A 0B 63 AA AA AA,sd_2A73E1CC/00000013,10763.0,b'c',HV Battery temp (main value),°C,Battery,9.5,numeric,,
SF,,7.0,,27.5747,07 62 1E 0E 02 80 00 01,sd_2A73E1CC/00000013,7694.0,b'\x02\x80\x00\x01',HV Battery max temp and temp point,°C,Battery,10.0,numeric,,
SF,,4.0,,27.67455,04 62 74 48 01 AA AA AA,sd_2A73E1CC/00000013,29768.0,b'\x01',Car operation mode,logic,Technical,driving,enum,,
SF,,4.0,,28.174699999999998,04 62 02 8C A9 AA AA AA,sd_2A73E1CC/00000013,652.0,b'\xa9',SOC (BMS),%,Battery,67.6,numeric,,
SF,,5.0,,28.2746,05 62 1E 3B 05 C1 AA AA,sd_2A73E1CC/00000013,7739.0,b'\x05\xc1',HV Battery voltage,V,Battery,368.25,numeric,,
FF,,,,28.374599999999997,10 08 62 1E 3D 00 02 48,sd_2A73E1CC/00000013,7741.0,b'\x00\x02H',HV Battery current,A,Battery,-4.96,partial,8.0,True
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',29.0747,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000013,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',29.12475,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000013,,,,,,,,,
SF,,4.0,,29.17475,04 62 02 8C A9 AA AA AA,sd_2A73E1CC/00000013,652.0,b'\xa9',SOC (BMS),%,Battery,67.6,numeric,,
SF,,5.0,,29.2747,05 62 1E 3B 05 C1 AA AA,sd_2A73E1CC/00000013,7739.0,b'\x05\xc1',HV Battery voltage,V,Battery,368.25,numeric,,
FF,,,,29.374699999999997,10 08 62 1E 3D 00 02 48,sd_2A73E1CC/00000013,7741.0,b'\x00\x02H',HV Battery current,A,Battery,-4.96,partial,8.0,True
SF,,4.0,,29.47475,04 62 2A 0B 63 AA AA AA,sd_2A73E1CC/00000013,10763.0,b'c',HV Battery temp (main value),°C,Battery,9.5,numeric,,
SF,,7.0,,29.574749999999998,07 62 1E 0E 02 80 00 01,sd_2A73E1CC/00000013,7694.0,b'\x02\x80\x00\x01',HV Battery max temp and temp point,°C,Battery,10.0,numeric,,
SF,,4.0,,29.674699999999998,04 62 74 48 01 AA AA AA,sd_2A73E1CC/00000013,29768.0,b'\x01',Car operation mode,logic,Technical,driving,enum,,
