kind,sid,length,raw_bytes,timestamp,raw_hex,session,pid,value_bytes,pid_name,pid_unit,pid_group,value,value_kind,total_length,partial
SF,,4.0,,39.1428,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000018,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',39.542899999999996,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000018,,,,,,,,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',40.042899999999996,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000018,,,,,,,,,
SF,,4.0,,40.142849999999996,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000018,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',40.542899999999996,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000018,,,,,,,,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',41.04295,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000018,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',41.0929,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000018,,,,,,,,,
SF,,4.0,,41.1429,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000018,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',41.54295,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000018,,,,,,,,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',42.04305,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000018,,,,,,,,,
SF,,4.0,,42.14295,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000018,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',42.543,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000018,,,,,,,,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',43.043099999999995,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000018,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',43.093399999999995,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000018,,,,,,,,,
SF,,4.0,,43.1431,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000018,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',43.543099999999995,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000018,,,,,,,,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',44.0432,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000018,,,,,,,,,
SF,,4.0,,44.14315,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000018,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',44.54315,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000018,,,,,,,,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',45.0432,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000018,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',45.09315,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000018,,,,,,,,,
SF,,4.0,,45.1432,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000018,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',45.5432,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000018,,,,,,,,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',46.04325,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000018,,,,,,,,,
SF,,4.0,,46.143299999999996,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000018,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',46.543299999999995,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000018,,,,,,,,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',47.043299999999995,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000018,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',47.0933,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000018,,,,,,,,,
SF,,4.0,,47.143299999999996,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000018,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',47.54335,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000018,,,,,,,,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',48.04335,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000018,,,,,,,,,
SF,,4.0,,48.14335,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000018,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
