kind,sid,length,raw_bytes,timestamp,raw_hex,session,pid,value_bytes,pid_name,pid_unit,pid_group,value,value_kind,total_length,partial
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',13.09025,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',13.14025,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,13.190199999999999,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,14.190299999999999,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',15.090349999999999,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',15.14035,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,15.190349999999999,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,16.1904,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',17.09045,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',17.140449999999998,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,17.19045,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,18.1905,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',19.0906,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',19.140549999999998,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,19.1906,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,20.1906,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',21.0907,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',21.1407,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,21.1907,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,22.190749999999998,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',23.0912,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',23.1408,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,23.190849999999998,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,24.1909,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',25.09105,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',25.141,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,25.190949999999997,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,26.191,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',27.091099999999997,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',27.141499999999997,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,27.191049999999997,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,28.1911,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',29.09125,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',29.14115,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,29.1912,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,30.19125,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',31.091299999999997,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',31.141299999999998,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,31.1913,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,32.19135,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',33.09145,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',33.1414,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,33.1914,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,34.191449999999996,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',35.09155,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',35.141549999999995,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,35.19175,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,36.191849999999995,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',37.092,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',37.1419,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,37.1919,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,38.19195,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',39.0924,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',39.14195,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,39.192099999999996,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,40.192099999999996,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',41.092099999999995,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',41.1421,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,41.19215,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,42.19225,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',43.0922,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',43.142199999999995,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,43.19265,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,44.19265,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',45.092299999999994,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',45.14295,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,45.19265,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,46.19265,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',47.0924,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',47.14245,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,47.1924,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,48.19245,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',49.092549999999996,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',49.1425,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,49.19245,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,50.19255,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',51.092549999999996,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',51.1429,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,51.1926,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,52.19265,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',53.0927,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',53.1429,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,53.192699999999995,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,54.19275,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',55.0928,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',55.14275,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,55.19275,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,56.1928,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',57.09285,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',57.14295,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,57.193099999999994,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,58.193149999999996,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',59.093199999999996,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',59.143049999999995,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,59.1932,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,60.19325,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',61.0933,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',61.1432,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,61.1933,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,62.193349999999995,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',63.093399999999995,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',63.143699999999995,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,63.1934,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,64.19345,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',65.09349999999999,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',65.14335,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,65.1935,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,66.19355,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',67.089,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',67.13905,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,67.19355,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,68.1891,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',69.08905,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',69.139,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,69.1891,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,70.18915,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',71.08915,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',71.13915,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,71.1892,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,72.18925,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',73.0893,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',73.13929999999999,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,73.1893,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,74.18939999999999,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',75.08945,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',75.1394,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,75.18945,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,76.1895,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',77.0895,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',77.13955,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,77.1896,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,78.18955,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',79.08964999999999,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',79.1396,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,79.1896,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,80.18965,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',81.08964999999999,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',81.13965,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,81.18965,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,82.18974999999999,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',83.0898,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',83.13974999999999,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,83.18979999999999,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,84.18984999999999,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
OTHER,80.0,6.0,b'\x06P\x03\x00\x1e\x01\xe5',85.0899,06 50 03 00 1E 01 E5 AA,sd_2A73E1CC/00000017,,,,,,,,,
OTHER,126.0,2.0,b'\x02~\x00',85.1399,02 7E 00 AA AA AA AA AA,sd_2A73E1CC/00000017,,,,,,,,,
SF,,4.0,,85.1899,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
SF,,4.0,,86.18995,04 62 02 8C A7 AA AA AA,sd_2A73E1CC/00000017,652.0,b'\xa7',SOC (BMS),%,Battery,66.8,numeric,,
